,Virus name,Tier,Subtype,Infection stage,Coreceptor,Country,Year,Accession,Alias,Seq data,Virus patient,Virus type,Seq name,IC50,PG9:IC50: by study
654,Q168_B23,,A1D,acute,,KENYA,1995.0,AF407149,"Q168b23, Q168.b23",Yes,QC168,panel,A1D.KE.1995.Q168_B23.AF407149,0.04,0.04: Goo2012
655,Q23_17,1B,A1,<12mo,,KENYA,1994.0,AF004885,"Q23.17.SG3, Q23, Q23ENV.17, Q23.17, Q23ENV17",Yes,Q23,panel,A1.KE.1994.Q23_17.AF004885,0.0048538,0.002: Lee2017;0.0021: Landais2017_dataset1;0.003: Bricault2019;0.003: Bricault2019_dataset2;0.00300: Doria-Rose2016;0.003: Kong2015_dataset2;0.003: Pancera2010;0.003: Pancera2013;0.004: Falkowska2014;0.004: Goo2012;0.004: Kong2015_dataset1;0.004: Sok2014;0.004: vanGils2016;0.005: Chuang2019;0.005: Falkowska2012;0.005: Georgiev2013_dataset2;0.007: Chuang2013;0.007: Doria-Rose2012;0.007: Georgiev2013_dataset1;0.007: Huang2012a;0.007: Huang2016a_dataset1;0.007: McLellan2011;0.01: Doria-Rose2014;0.0114: Rusert2016;0.027: Bricault2019_dataset3
656,Q259_17,2,A1,<3mo,,KENYA,1994.0,AF407152,"Q259, Q259d2.17, Q259.17, Q259ENVd2.17, Q259.d2.17, Q259_D2_17",Yes,Q259,panel,A1.KE.1994.Q259_17.AF407152,0.067576,0.029: Bricault2019_dataset3;0.029: Hraber2014;0.041: Falkowska2012;0.041: Georgiev2013_dataset2;0.042: Kong2015_dataset2;0.045: Chuang2013;0.045: Doria-Rose2012;0.045: Georgiev2013_dataset1;0.045: Huang2012a;0.045: Huang2016a_dataset1;0.045: McLellan2011;0.0475: Chuang2019;0.05: Bricault2019;0.05: Bricault2019_dataset2;0.05: Doria-Rose2014;0.05000: Doria-Rose2016;0.05: Pancera2013;0.061: Kong2015_dataset1;0.104: Falkowska2014;0.41: Goo2012;14: Landais2017_dataset1
657,Q259_D2_26,,A1,<3mo,,KENYA,1994.0,AF407153,"Q259d2.26, Q259.d2.26",Yes,Q259,non-panel,A1.KE.1994.Q259_D2_26.AF407153,2.0,>1: Goo2012
658,Q259_W6,,A1,<3mo,,KENYA,1994.0,AF407151,"Q259env.w6, Q259.w6",Yes,Q259,panel,A1.KE.1994.Q259_W6.AF407151,1.17,1.17: Doria-Rose2012;1.17: Falkowska2012;>1: Goo2012
659,Q461_C2,,A,acute,,KENYA,1995.0,AF407154,Q461c2,Yes,Q461,non-panel,A.KE.1995.Q461_C2.AF407154,2.0,>1: Goo2012
660,Q461_D1_PNS0D,1B,A1,acute,,KENYA,1995.0,AF407155,"Q461.d1, Q461d1",Yes,Q461,panel,A1.KE.1995.Q461_D1_PNS0D.AF407155,0.74,0.74: Goo2012
661,Q461_E2,2,A1,acute,,KENYA,1995.0,AF407156,"Q461, Q461.e2, Q461ENVe2, Q461e2",Yes,Q461,panel,A1.KE.1995.Q461_E2.AF407156,2.14276,1.39: Kong2015_dataset2;1.47: Falkowska2012;1.47: Georgiev2013_dataset2;1.484: Bricault2019_dataset3;1.484: Hraber2014;1.91: Sok2014;1.911: Falkowska2014;1.911: vanGils2016;2.05: Bricault2019;2.05: Bricault2019_dataset2;2.05000: Doria-Rose2016;2.05: Pancera2013;2.3: Kong2015_dataset1;2.53: Chuang2019;2.53: Doria-Rose2014;3.01: Chuang2013;3.01: Doria-Rose2012;3.01: Georgiev2013_dataset1;3.01: Huang2012a;3.01: Huang2016a_dataset1;3.01: McLellan2011;>100: Landais2017_dataset1;>1: Goo2012
662,Q769_B9_PNS79D,2,A1,<12mo,,KENYA,1996.0,AF407157,"Q769b9, Q769.B9",Yes,Q769,non-panel,A1.KE.1996.Q769_B9_PNS79D.AF407157,0.05,0.05: Goo2012
663,Q769_D22,2,A1,<12mo,,KENYA,1996.0,AF407158,"Q769ENVd22, Q769.d22, Q769, Q769d22",Yes,Q769,panel,A1.KE.1996.Q769_D22.AF407158,0.012873,0.007: Chuang2013;0.007: Doria-Rose2012;0.007: Huang2012a;0.007: Huang2016a_dataset1;0.007: McLellan2011;0.009: Chuang2019;0.009: Crooks2015;0.01: Doria-Rose2014;0.01: Kong2015_dataset2;0.011: Bricault2019;0.011: Bricault2019_dataset2;0.01100: Doria-Rose2016;0.011: Pancera2013;0.012: Kong2015_dataset1;0.014: Falkowska2014;0.014: Sok2014;0.014: vanGils2016;0.025: Bricault2019_dataset3;0.025: Hraber2014;0.035: Landais2017_dataset1;0.14: Goo2012
664,Q769_H5,,A1,<12mo,,KENYA,1996.0,AF407159,"Q765.h5, Q769.h5, Q769.h55, Q769h5, Q765env.h5",Yes,Q769,panel,A1.KE.1996.Q769_H5.AF407159,0.0044954,0.002: Chuang2013;0.002: Doria-Rose2012;0.002: Georgiev2013_dataset1;0.002: Huang2012a;0.002: Huang2016a_dataset1;0.002: McLellan2011;0.005: Crooks2015;0.005: Pancera2010;0.0075: Rusert2016;0.009: Falkowska2012;0.009: Georgiev2013_dataset2;0.0105: Chuang2019;0.03: Goo2012
665,Q842_D12,2,A1,<12mo,CCR5,KENYA,1994.0,AF407160,"Q842_d12_PNS70d, Q842ENVd12, Q842.d12, Q842d12, Q842",Yes,Q842,panel,A1.KE.1994.Q842_D12.AF407160,0.015522,0.005: Chuang2013;0.005: Doria-Rose2012;0.005: Georgiev2013_dataset1;0.005: Huang2012a;0.005: Huang2016a_dataset1;0.005: McLellan2011;0.012: Kong2015_dataset2;0.0145: Chuang2019;0.019: Falkowska2012;0.019: Georgiev2013_dataset2;0.02: Doria-Rose2014;0.02: Pancera2010;0.022: Falkowska2014;0.023: Bricault2019_dataset3;0.023: Hraber2014;0.024: Bricault2019;0.024: Bricault2019_dataset2;0.02400: Doria-Rose2016;0.024: Kong2015_dataset1;0.024: Pancera2013;0.0397: Rusert2016;0.11: Goo2012
666,Q842_D14,,A1,<12mo,CCR5,KENYA,1994.0,AF407161,"Q842env.d14, Q842d14",Yes,Q842,non-panel,A1.KE.1994.Q842_D14.AF407161,0.01,0.01: Goo2012
667,Q842_D16,2,A1,<12mo,CCR5,KENYA,1994.0,AF407162,"Q842.d16, Q842env.d16, Q842d16",Yes,Q842,panel,A1.KE.1994.Q842_D16.AF407162,0.46,0.46: Goo2012
668,QA013_70I_H1,,D,<3mo,,KENYA,1995.0,FJ866134,QA013.70I.ENV.H1,Yes,QA013,non-panel,D.KE.1995.QA013_70I_H1.FJ866134,2.0,>1: Goo2012
669,QA013_70I_M12,,D,<3mo,,KENYA,1995.0,FJ866135,QA013.70I.ENV.M12,Yes,QA013,non-panel,D.KE.1995.QA013_70I_M12.FJ866135,2.0,>1: Goo2012
670,QA255_21P_A15,,A1,<3mo,,KENYA,1997.0,MW383929,QA255.21P.ENV.A15,Yes,QA255,non-panel,A1.KE.1997.QA255_21P_A15.MW383929,0.07,0.07: Goo2012
671,QA465_59M_A1,,D,<3mo,,KENYA,1993.0,FJ866136,QA465.59M.ENV.A1,Yes,QA465,non-panel,D.KE.1993.QA465_59M_A1.FJ866136,2.0,>1: Goo2012
672,QA465_59M_D1,,D,<3mo,,KENYA,1993.0,FJ866137,QA465.59M.ENV.D1,Yes,QA465,non-panel,D.KE.1993.QA465_59M_D1.FJ866137,2.0,>1: Goo2012
673,QA790_204I_A4,,A1D,chronic,,KENYA,1996.0,FJ866124,QA790.204I.ENV.A4,Yes,QA790,non-panel,A1D.KE.1996.QA790_204I_A4.FJ866124,2.0,>1: Goo2012
674,QA790_204I_C1,,A1D,chronic,,KENYA,1996.0,FJ866125,"QA790.2041.c1, QA790.2041.ENV.C1, QA790.204I.ENV.C1",Yes,QA790,non-panel,A1D.KE.1996.QA790_204I_C1.FJ866125,0.21,0.21: Goo2012
675,QA790_204I_C8,,A1D,chronic,,KENYA,1996.0,FJ866126,"QA790.2041.ENV.C8, QA790.204I.ENV.C8",Yes,QA790,non-panel,A1D.KE.1996.QA790_204I_C8.FJ866126,0.68,0.68: Goo2012
676,QA790_204I_E2,,A1D,chronic,,KENYA,1996.0,FJ866127,"QA790.204I.ENV.E2, QA790.2041.ENV.E2",Yes,QA790,non-panel,A1D.KE.1996.QA790_204I_E2.FJ866127,2.0,>1: Goo2012
677,QB099_391M_B1,,C,chronic,,KENYA,1995.0,FJ866131,QB099.391M.ENV.B1,Yes,QB099,non-panel,C.KE.1995.QB099_391M_B1.FJ866131,0.44,0.44: Goo2012
678,QB099_391M_C8,,C,chronic,,KENYA,1995.0,FJ866132,QB099.391M.ENV.C8,Yes,QB099,non-panel,C.KE.1995.QB099_391M_C8.FJ866132,0.63,0.63: Goo2012
679,QB726_70M_B3,,A1,<3mo,,KENYA,1996.0,FJ866111,QB726.70M.ENV.B3,Yes,QB726,non-panel,A1.KE.1996.QB726_70M_B3.FJ866111,0.3,0.3: Goo2012
680,QB857_110I_B3,,D,chronic,,KENYA,1997.0,FJ866138,"QB857.110I.ENV.B3, QB857.B3",Yes,QB857,non-panel,D.KE.1997.QB857_110I_B3.FJ866138,2.0,>1: Goo2012
681,QC406_70M_F3,2,C,<3mo,,KENYA,1997.0,FJ866133,"QC406.F3, QC406.70M.ENV.F3",Yes,QC406,non-panel,C.KE.1997.QC406_70M_F3.FJ866133,0.2,0.2: Goo2012
682,QD435_100M_A4,2,D,chronic,,KENYA,1999.0,FJ866139,"QD435.100M-a4, QD435.A4, QD435.100M.ENV.A4",Yes,QD435,non-panel,D.KE.1999.QD435_100M_A4.FJ866139,2.0,>1: Goo2012
683,QD435_100M_B5,,D,chronic,,KENYA,1999.0,FJ866140,QD435.100M.ENV.B5,Yes,QD435,non-panel,D.KE.1999.QD435_100M_B5.FJ866140,2.0,>1: Goo2012
684,QD435_100M_E1,,D,chronic,,KENYA,1999.0,FJ866141,QD435.100M.ENV.E1,Yes,QD435,non-panel,D.KE.1999.QD435_100M_E1.FJ866141,2.0,>1: Goo2012
685,QF495_23M_A1,,A1,acute,,KENYA,2005.0,FJ866113,QF495.23M.ENV.A1,Yes,QF495,non-panel,A1.KE.2005.QF495_23M_A1.FJ866113,2.0,>1: Goo2012
686,QF495_23M_A3,,A1,acute,,KENYA,2005.0,FJ866114,QF495.23M.ENV.A3,Yes,QF495,non-panel,A1.KE.2005.QF495_23M_A3.FJ866114,2.0,>1: Goo2012
687,QF495_23M_B2,,A1,acute,,KENYA,2005.0,FJ866115,QF495.23M.ENV.B2,Yes,QF495,non-panel,A1.KE.2005.QF495_23M_B2.FJ866115,2.0,>1: Goo2012
688,QF495_23M_D1,,A1,acute,,KENYA,2005.0,FJ866116,QF495.23M.ENV.D1,Yes,QF495,non-panel,A1.KE.2005.QF495_23M_D1.FJ866116,2.0,>1: Goo2012
689,QG393_60M_A1,,21_A2D,<3mo,,KENYA,2004.0,FJ866128,QG393.60M.ENV.A1,Yes,QG393,non-panel,21_A2D.KE.2004.QG393_60M_A1.FJ866128,0.16,0.16: Goo2012
690,QG393_60M_B7,,21_A2D,<3mo,,KENYA,2004.0,FJ866129,QG393.60M.ENV.B7,Yes,QG393,non-panel,21_A2D.KE.2004.QG393_60M_B7.FJ866129,0.06,0.06: Goo2012
691,QG393_60M_B8,,21_A2D,<3mo,,KENYA,2004.0,FJ866130,QG393.60M.ENV.B8,Yes,QG393,non-panel,21_A2D.KE.2004.QG393_60M_B8.FJ866130,0.13,0.13: Goo2012
692,QG984_21M_A3,,A1,acute,,KENYA,2004.0,FJ866117,QG984.21M.ENV.A3,Yes,QG984,non-panel,A1.KE.2004.QG984_21M_A3.FJ866117,0.2,0.2: Goo2012
693,QH0515_1,2,B,<3mo,CCR5,TRINIDAD AND TOBAGO,1994.0,AY835440,"SVPB7, QH0515.1, QH0515_01, QHO515, QH0515.01, QH0515",Yes,SC24,panel,B.TT.1994.QH0515_1.AY835440,100.0,>50: Acharya2013;>50: Bricault2019;>50: Bricault2019_dataset2;>50: Chuang2013;>50: Chuang2019;>50: Crooks2015;>50: Doria-Rose2012;>50: Doria-Rose2016;>50: Falkowska2012;>50: Georgiev2013_dataset1;>50: Georgiev2013_dataset2;>50: Huang2012a;>50: Huang2016a_dataset1;>50: McLellan2011;>50: Pancera2013
694,QH0692_42,2,B,acute,CCR5,TRINIDAD AND TOBAGO,1994.0,AY835439,"QHO692.42, QH0692 clone 42, NIH-ARP-11018, QHO692_0.42, QH0692.42.SG3, QH0692_M, QH0692, QHO692, QH0692.42, SVPB6",Yes,SC33,panel,B.TT.1994.QH0692_42.AY835439,23,23: Crooks2015;> 50: Sok2014;>100: Landais2017_dataset1;>100: Landais2017_dataset2;>10: vanGils2016;>25: Kong2015_dataset1;>25: Kong2015_dataset2;>50: Acharya2013;>50: Bricault2019;>50: Bricault2019_dataset2;>50: Bricault2019_dataset3;>50: Chuang2013;>50: Chuang2019;>50: Doria-Rose2012;>50: Doria-Rose2014;>50: Doria-Rose2016;>50: Falkowska2012;>50: Falkowska2014;>50: Georgiev2013_dataset1;>50: Georgiev2013_dataset2;>50: Hraber2014;>50: Huang2012a;>50: Huang2016a_dataset1;>50: McLellan2011;>50: Pancera2013;>50: Rusert2016;>50: Walker2009a;>50: Walker2011
695,QH209_14M_A2,,A1,acute,,KENYA,2005.0,FJ866118,"QH209.14M.ENV.A2, QH209.14M.A2, QH209, QH029.14M.A2, QH209_14M_ENV_A2",Yes,QH209,panel,A1.KE.2005.QH209_14M_A2.FJ866118,2.0,>1: Goo2012;>50: Acharya2013;>50: Bricault2019;>50: Bricault2019_dataset2;>50: Chuang2013;>50: Chuang2019;>50: Doria-Rose2012;>50: Doria-Rose2016;>50: Huang2012a;>50: Huang2016a_dataset1;>50: McLellan2011;>50: Pancera2013
696,QH343_21M_A10,,A1,acute,,KENYA,2005.0,FJ866119,QH343.21M.ENV.A10,Yes,QH343,non-panel,A1.KE.2005.QH343_21M_A10.FJ866119,2.0,>1: Goo2012
697,QH343_21M_B5,,A1,acute,,KENYA,2005.0,FJ866120,QH343.21M.ENV.B5,Yes,QH343,non-panel,A1.KE.2005.QH343_21M_B5.FJ866120,2.0,>1: Goo2012
698,QH359_21M_C1,,A1,acute,,KENYA,2005.0,FJ866121,QH359.21M.ENV.C1,Yes,QH359,non-panel,A1.KE.2005.QH359_21M_C1.FJ866121,2.0,>1: Goo2012
699,QH359_21M_D1,,A1,acute,,KENYA,2005.0,FJ866122,QH359.21M.ENV.D1,Yes,QH359,non-panel,A1.KE.2005.QH359_21M_D1.FJ866122,2.0,>1: Goo2012
700,R1166_C1,2,01_AE,<12mo,,THAILAND,1998.0,JQ352783,"R1166.c01, R1166rsga_c1, R1166_C01, R1166.c1, R1166, R1166rsga",Yes,R1166,panel,01_AE.TH.1998.R1166_C1.JQ352783,1.17532,0.736: Bricault2019_dataset3;0.736: Hraber2014;0.879: Kong2015_dataset2;1.099: Falkowska2014;1.099: vanGils2016;1.1: Bricault2019;1.1: Bricault2019_dataset2;1.10000: Doria-Rose2016;1.1: Pancera2013;1.1: Sok2014;1.2: Landais2017_dataset1;1.325: Chuang2019;1.39: Kong2015_dataset1;1.55: Chuang2013;1.55: Doria-Rose2012;1.55: Huang2012a;1.55: McLellan2011;1.55008: Huang2016a_dataset1
701,R2,,B,chronic,CCR5,UNITED STATES,1989.0,AF128126,,Yes,R2,panel,B.US.1989.R2.AF128126,100.0,>50: Doria-Rose2012;>50: Falkowska2012
702,R2184_C4,2,01_AE,<12mo,CCR5,THAILAND,2001.0,JN944665,"R2184.c4, R2184.c04, R2184rsga_c4, R2184rsga4, R2184_C04, R2184",Yes,R2184,panel,01_AE.TH.2001.R2184_C4.JN944665,0.27775,0.197: Falkowska2014;0.197: Sok2014;0.2: Chuang2013;0.2: Huang2012a;0.2: McLellan2011;0.204: Doria-Rose2012;0.204: Huang2016a_dataset1;0.255: Bricault2019_dataset3;0.255: Hraber2014;0.268: Kong2015_dataset2;0.294: Chuang2019;0.341: Kong2015_dataset1;0.384: Bricault2019;0.384: Bricault2019_dataset2;0.38400: Doria-Rose2016;0.384: Pancera2013;0.71: Landais2017_dataset1
703,R3265_C6,2,01_AE,chronic,,THAILAND,1999.0,JX512903,"R3265_C06, R3265rsga_c6, R3265rsga, R3265.c06, R3265.c6",Yes,R3265,panel,01_AE.TH.1999.R3265_C6.JX512903,0.22989,0.021: Kong2015_dataset2;0.084: Bricault2019;0.084: Bricault2019_dataset2;0.084: Pancera2013;0.098: Landais2017_dataset1;0.103: Falkowska2014;0.103: Sok2014;0.103: vanGils2016;0.109: Kong2015_dataset1;0.163: Bricault2019_dataset3;0.692: Chuang2019;1.3: Chuang2013;1.3: Doria-Rose2012;1.3: Huang2012a;1.3: Huang2016a_dataset1;1.3: McLellan2011
704,RBF125,,O,,,FRANCE,1999.0,GU935991,,Yes,RBF125,panel,O.FR.1999.RBF125.GU935991,20.0,>10: Braibant2013;>10: Morgand2015
705,RBF168,,P,chronic,,FRANCE,2009.0,GU111555,,Yes,RBF168,panel,P.FR.2009.RBF168.GU111555,20.0,>10: Braibant2013;>10: Morgand2015
706,RBF189,,O,,,FRANCE,2008.0,GU936016,,Yes,RBF189,panel,O.FR.2008.RBF189.GU936016,4.99,4.99: Braibant2013;4.99: Morgand2015
707,RBF208,,DO,chronic,,FRANCE,2008.0,GQ351296,,Yes,RBF208,panel,DO.FR.2008.RBF208.GQ351296,20.0,>10: Braibant2013;>10: Morgand2015
708,REJO4541_67,2,B,acute,CCR5,UNITED STATES,2001.0,AY835449,"REJO, REJO_67, REJO4541, pREJO4541, REJO.67, REJO4541.67, REJO4541 clone 67, NIH-ARP-11035, SVPB16, REJ04541.67",Yes,REJO4541,panel,B.US.2001.REJO4541_67.AY835449,0.0059351,0.001: Falkowska2012;0.001: Georgiev2013_dataset2;0.002: Crooks2015;0.002: Landais2017_dataset2;0.002: Lee2017;0.0021: Landais2017_dataset1;0.003: Pancera2010;0.005: Chuang2013;0.005: Doria-Rose2012;0.005: Georgiev2013_dataset1;0.005: Huang2012a;0.005: Huang2016a_dataset1;0.005: McLellan2011;0.0055: Chuang2019;0.006: Bricault2019;0.006: Bricault2019_dataset2;0.00600: Doria-Rose2016;0.006: Pancera2013;0.007: Kong2015_dataset2;0.01: Doria-Rose2014;0.01: Falkowska2014;0.01: Kong2015_dataset1;0.01: Sok2014;0.01: vanGils2016;0.012: Bricault2019_dataset3;0.012: Hraber2014;0.029: Miglietta2014;0.276: Rusert2016
709,REJO_C,,B,<12mo,,UNITED STATES,2001.0,JN944943,,Yes,REJO4541,panel,B.US.2001.REJO_C.JN944943,0.48,0.48: Miglietta2014
710,RHPA4259_7,2,B,<12mo,CCR5,UNITED STATES,2000.0,AY835447,"RHPA4.7, RHPA.7, RHPA4259.7, RHPA, RHPA_7, RHPA4259, SVPB14, RHPA4259 clone 7, pRHPA4259, NIH-ARP-11036",Yes,RHPA4259,panel,B.US.2000.RHPA4259_7.AY835447,13.1895,0.85: Crooks2015;9.97: Bricault2019;9.97: Bricault2019_dataset2;9.97: Chuang2019;9.97: Doria-Rose2014;9.97000: Doria-Rose2016;9.97: Pancera2013;10: Falkowska2012;10: Georgiev2013_dataset2;13: Landais2017_dataset1;13: Landais2017_dataset2;18.7: Kong2015_dataset1;20: Kong2015_dataset2;22.5: Pancera2010;22.62: Bricault2019_dataset3;22.62: Hraber2014;49: Sok2014;49.025: Falkowska2014;>10: vanGils2016;>50: Acharya2013;>50: Chuang2013;>50: Doria-Rose2012;>50: Georgiev2013_dataset1;>50: Huang2012a;>50: Huang2016a_dataset1;>50: McLellan2011;>50: Rusert2016;>66: Miglietta2014
711,RHPA_C,,B,<12mo,,UNITED STATES,2000.0,JN944944,,Yes,RHPA4259,panel,B.US.2000.RHPA_C.JN944944,132.0,>66: Miglietta2014
712,S018_18,,C,<12mo,,MALAWI,,,"SO18.18, S018, SO18_18, S018.18",Yes,,panel,C.MW..S018_18.,0.0384,0.021: Bricault2019;0.021: Bricault2019_dataset2;0.02100: Doria-Rose2016;0.021: Pancera2013;0.031: Falkowska2012;0.031: Georgiev2013_dataset2;0.041: Chuang2019;0.061: Chuang2013;0.061: Doria-Rose2012;0.061: Georgiev2013_dataset1;0.061: Huang2012a;0.061: Huang2016a_dataset1;0.061: McLellan2011
713,SC05_8C11_2344,2,B,acute T/F,,TRINIDAD AND TOBAGO,1993.0,EU289200,"SC05.8C11.2344, SC05",Yes,SC05,panel,B.TT.1993.SC05_8C11_2344.EU289200,1.46976,0.628: Kong2015_dataset1;0.8: Kong2015_dataset2;0.892: Bricault2019_dataset3;0.892: Doria-Rose2012;0.892: Hraber2014;1.23: Sok2014;1.233: Falkowska2014;1.233: vanGils2016;48: Landais2017_dataset1
714,SC11_59,2,07_BC,,CCR5,CHINA,,HQ326127,SC11-59,Yes,,panel,07_BC.CN..SC11_59.HQ326127,5.9,5.9: Nie2020
715,SC12_10,2,08_BC,,,CHINA,,MN617366,SC12.10,Yes,,panel,08_BC.CN..SC12_10.MN617366,0.15,0.15: Nie2020
716,SC14_49,3,07_BC,,,CHINA,,MN617370,SC14.49,Yes,,panel,07_BC.CN..SC14_49.MN617370,7.17,7.17: Nie2020
717,SC17_32,3,07_BC,,CCR5,CHINA,,HQ326128,SC17-32,Yes,,panel,07_BC.CN..SC17_32.HQ326128,0.44,0.44: Nie2020
718,SC18_26,2,07_BC,,,CHINA,,MN617371,SC18.26,Yes,,panel,07_BC.CN..SC18_26.MN617371,4.11,4.11: Nie2020
719,SC19_15,1,07_BC,chronic,CCR5,CHINA,,HQ326129,SC19-15,Yes,,panel,07_BC.CN..SC19_15.HQ326129,0.08,0.08: Nie2020
720,SC20_15,3,07_BC,,CCR5,CHINA,,HQ326130,SC20-15,Yes,,panel,07_BC.CN..SC20_15.HQ326130,10.93,10.93: Nie2020
721,SC21_28,1,07_BC,,CCR5,CHINA,,HQ326131,SC21-28,Yes,,panel,07_BC.CN..SC21_28.HQ326131,1.25,1.25: Nie2020
722,SC22_16,3,07_BC,,CCR5,CHINA,,HQ326132,SC22-16,Yes,,panel,07_BC.CN..SC22_16.HQ326132,4.89,4.89: Nie2020
723,SC24_40,2,07_BC,,CCR5,CHINA,,HM991498,SC24-40,Yes,,panel,07_BC.CN..SC24_40.HM991498,0.16,0.16: Nie2020
724,SC422_8,2,B,acute,CCR5,TRINIDAD AND TOBAGO,1995.0,AY835441,"SC422661_8, SC422.8, SC422661.8, SC422661, SVPB8, NIH-ARP-11058, SC422",Yes,SC42,panel,B.TT.1995.SC422_8.AY835441,0.62241,0.004: Landais2017_dataset2;0.325: Falkowska2012;0.325: Georgiev2013_dataset2;0.535: Chuang2013;0.535: Doria-Rose2012;0.535: Georgiev2013_dataset1;0.535: Huang2012a;0.535: Huang2016a_dataset1;0.535: McLellan2011;0.5385: Chuang2019;0.54: Doria-Rose2014;0.542: Bricault2019;0.542: Bricault2019_dataset2;0.54200: Doria-Rose2016;0.542: Pancera2013;0.553: Bricault2019_dataset3;0.553: Hraber2014;0.605: Kong2015_dataset2;0.647: Kong2015_dataset1;0.79: Walker2009a;1.477: Walker2011;2.97: Sok2014;2.973: Falkowska2014;2.973: vanGils2016;7.8: Landais2017_dataset1
725,SF162,1A,B,<12mo,CCR5,UNITED STATES,,EU123924,"SF162.LS, SF162_LS",Yes,SF162,panel,B.US..SF162.EU123924,200.0,>100: Landais2017_dataset1;>100: Landais2017_dataset2;>10: Andrabi2015;>10: Wang2018a;>50: Acharya2013;>50: Bricault2019;>50: Bricault2019_dataset2;>50: Chuang2013;>50: Chuang2019;>50: Doria-Rose2012;>50: Doria-Rose2016;>50: Falkowska2012;>50: Georgiev2013_dataset1;>50: Georgiev2013_dataset2;>50: Huang2012a;>50: Huang2016a_dataset1;>50: McLellan2011;>50: Pancera2013;>50: Sok2016;>50: Walker2009a;>50: Walker2011;>66: Miglietta2014
726,SG3,,B,chronic,,UNITED STATES,1987.0,L02317,,Yes,BCSG3,non-panel,B.US.1987.SG3.L02317,20.0,>10: Gardner2015
727,SH6_81,3,01_AE,acute,CCR5,CHINA,2008.0,GU475032,SH6.81,Yes,,panel,01_AE.CN.2008.SH6_81.GU475032,3.59,3.59: Nie2020
728,SHX335_24,3,01_AE,acute,CCR5,CHINA,2008.0,GU475033,SHX335.24,Yes,,panel,01_AE.CN.2008.SHX335_24.GU475033,1.2,1.2: Nie2020
729,SHX346_60,3,01_AE,acute,CCR5,CHINA,2008.0,GU475034,SHX346.60,Yes,,panel,01_AE.CN.2008.SHX346_60.GU475034,0.39,0.39: Nie2020
730,SO032_A2_8_1,1A,C,<12mo,,SOUTH AFRICA,2008.0,KF114894,SO032_A2.8-1,Yes,503_05677_So032,panel,C.ZA.2008.SO032_A2_8_1.KF114894,20.0,>10: Bricault2019_dataset1;>10: Wagh2016
731,SO186_H6_5,2,C,<3mo,,SOUTH AFRICA,2008.0,JN681247,"So186_H6_5, SO186_H6_5C",Yes,503_10071_SO186,panel,C.ZA.2008.SO186_H6_5.JN681247,0.02,0.02: Bricault2019_dataset1;0.02: Wagh2016
732,SO225_H11_12,2,C,<12mo,,SOUTH AFRICA,2007.0,JN681252,"SO_225_H11_12C, So225_H11_12",Yes,503_07518_SO225,panel,C.ZA.2007.SO225_H11_12.JN681252,0.32,0.32: Bricault2019_dataset1;0.32: Wagh2016
733,SO405_T24_5,2,C,<3mo,,SOUTH AFRICA,2008.0,JN681248,"So405_T24_5, SO405_T24_5C",Yes,503_08252_SO405,panel,C.ZA.2008.SO405_T24_5.JN681248,20.0,>10: Bricault2019_dataset1;>10: Wagh2016
734,SO431_C1_1,2,C,<3mo,,SOUTH AFRICA,2007.0,JN681246,"S0431_C1_1C, So431_C1_1",Yes,503_07352_SO431,panel,C.ZA.2007.SO431_C1_1.JN681246,0.34,0.34: Bricault2019_dataset1;0.34: Wagh2016
735,SO607_B6_9,3,C,<12mo,,SOUTH AFRICA,2008.0,KF114895,SO607_B6.9,Yes,503_01918_SO607,panel,C.ZA.2008.SO607_B6_9.KF114895,20.0,>10: Bricault2019_dataset1;>10: Wagh2016
736,SO706_T10B_3,2,C,<3mo,,SOUTH AFRICA,2008.0,JN681249,"SO706_T10b_3C, So706_T10b_3",Yes,503_09289_SO706,panel,C.ZA.2008.SO706_T10B_3.JN681249,1.66,1.66: Bricault2019_dataset1;1.66: Wagh2016
737,SS1196_1,1B,B,<12mo,CCR5,UNITED STATES,1997.0,AY835442,"SS1196, SS1196.01, SS1196_01, SVPB9, SS1196.1",Yes,SS1196,panel,B.US.1997.SS1196_1.AY835442,0.1879,0.074: Falkowska2012;0.074: Georgiev2013_dataset2;0.147: Bricault2019;0.147: Bricault2019_dataset2;0.14700: Doria-Rose2016;0.147: Pancera2013;0.19: Landais2017_dataset1;0.19: Landais2017_dataset2;0.22: Chuang2019;0.293: Chuang2013;0.293: Doria-Rose2012;0.293: Georgiev2013_dataset1;0.293: Huang2012a;0.293: Huang2016a_dataset1;0.293: McLellan2011
738,T250_4,2,02_AG,<12mo,,CAMEROON,2004.0,EU513189,"T250-4, CRF02_AG_250, T250-4.SG3, CRF250, 250_4, 250, T250, T250.4, 250-4",Yes,250,panel,02_AG.CM.2004.T250_4.EU513189,0.0017256,0.0006: Huang2016a_dataset1;0.001: Bricault2019;0.001: Bricault2019_dataset2;0.001: Huang2012a;0.001: Kong2015_dataset2;0.001: Lee2017;0.001: Pancera2013;0.0015: Rusert2016;0.002: Falkowska2014;0.002: Kong2015_dataset1;0.002: Sok2014;0.002: vanGils2016;0.0023: Chuang2019;0.0038: Landais2017_dataset1;0.00400: Doria-Rose2016;0.005: Bricault2019_dataset3;0.005: Hraber2014;<.003: Andrabi2015;<.02: Voss2017;<0.0006: Chuang2013;<0.0006: Doria-Rose2012;<0.0006: McLellan2011
